56100	0	0	0	0	0	0	64	0	0	0	0	0	0	0	66	0	0	0	0	0	0	13	50	0	0	0	0	0	0	6	54	0	0	0	0	0	0	0	152	0	0	0	0	0	0	53	102	0	0	0	0	0	0	0	160	0	0	0	0	0	0	11	151	0	0	0	0	0	0	1	19	0	0	0	0	0	0	10	13	0	0	0	0	0	0	8	18	0	0	0	0	0	0	23	4	0	0	0	0	0	2	6	4	0	0	0	0	0	0	1	5	0	0	0	0	0	0	2	5	0	0	0	0	0	0	6	1	0	
56138	0	0	0	0	0	2	55	0	0	0	0	0	0	2	47	0	0	0	0	0	0	0	46	0	0	0	0	0	0	4	42	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	155	0	0	0	0	0	0	10	29	0	0	0	0	0	0	28	11	0	0	0	0	0	0	0	40	0	0	0	0	0	1	19	23	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	3	1	0	0	0	0	0	3	2	1	0	0	0	0	1	3	9	0	
56969	0	0	0	0	0	10	58	0	0	0	0	0	0	2	64	0	0	0	0	0	0	2	61	0	0	0	0	0	0	0	61	0	0	0	0	0	0	9	143	0	0	0	0	0	0	11	145	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	153	0	0	0	0	0	0	12	12	0	0	0	0	0	0	3	21	0	0	0	0	0	0	1	29	0	0	0	0	0	0	1	32	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	4	1	0	
57601	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	18	56	35	0	0	0	0	0	0	4	94	0	0	0	0	0	1	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	42	0	4	0	0	0	0	0	0	3	9	0	0	0	0	0	2	1	0	0	0	0	0	0	172	0	0	0	0	0	0	0	40	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	41	0	1	0	0	0	0	0	0	0	3	0	
58644	0	0	0	0	0	0	90	0	0	0	0	0	0	20	53	0	0	0	0	0	0	7	59	0	0	0	0	0	0	4	59	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	155	0	0	0	0	0	0	9	140	0	0	0	0	0	0	0	17	0	0	0	0	0	0	3	19	0	0	0	0	0	0	1	16	1	0	0	0	0	0	0	22	0	0	0	0	0	0	0	3	4	0	0	0	0	1	0	0	5	0	0	0	0	2	0	2	1	0	0	0	0	1	5	5	0	
61174	0	0	0	0	0	8	59	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	147	0	0	0	0	0	0	18	129	0	0	0	0	0	0	0	147	0	0	0	0	0	0	3	21	0	0	0	0	0	0	6	25	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	12	2	
69601	0	0	0	0	3	4	0	0	0	0	0	0	223	0	0	0	0	0	0	2	53	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	17	65	0	0	0	0	0	198	19	0	0	0	0	0	0	48	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	18	58	0	0	0	0	0	114	29	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	92	0	0	0	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	
94400	0	0	0	0	0	0	0	0	0	0	0	74	45	0	0	0	0	0	0	5	117	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	8	108	0	0	0	0	0	3	79	35	0	0	0	3	0	7	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	78	37	0	0	0	0	0	0	73	30	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	93	0	0	0	0	0	0	22	110	0	0	0	0	0	22	29	0	0	0	0	0	
107478	0	2	11	0	0	0	0	0	0	0	12	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	11	0	0	0	0	0	1	1	2	0	0	1	1	16	0	0	2	1	19	7	0	0	0	0	0	0	0	18	20	0	1	0	0	0	0	8	8	20	0	33	26	0	0	8	20	4	0	0	41	1	3	26	0	0	0	6	19	0	2	1	7	0	4	31	0	0	0	0	9	13	12	63	70	0	0	0	0	0	0	0	108	52	0	0	0	0	6	38	47	0	2	0	0	3	49	113	0	0	0	0	0	0	
109004	0	0	4	0	0	4	1	0	0	0	1	0	14	4	0	0	0	0	0	0	7	12	14	0	0	0	0	0	0	0	20	11	0	0	23	0	0	29	0	0	0	0	14	0	0	27	1	0	0	4	5	0	4	4	0	0	0	13	0	0	0	0	6	8	0	0	141	0	0	0	0	0	0	0	89	34	0	0	0	0	2	39	41	2	0	0	0	0	25	116	0	0	0	0	0	0	0	0	4	9	0	0	0	0	0	0	0	55	42	2	0	0	0	0	0	0	1	15	48	3	13	0	0	0	0	0	0	84	
109105	1	6	3	0	0	0	2	0	0	0	15	0	0	0	0	0	0	2	5	0	0	0	0	0	0	1	6	0	0	0	0	0	1	0	0	0	0	0	18	25	0	0	2	0	0	13	12	0	0	0	0	1	14	16	8	0	0	0	0	0	0	16	17	0	0	121	0	0	0	0	2	3	0	0	138	0	0	5	4	0	0	17	74	0	0	7	1	0	0	40	39	0	0	2	7	0	46	16	0	0	0	0	0	48	0	9	28	8	9	0	0	0	3	5	5	39	43	0	4	3	17	6	12	4	3	7	12	15	
109803	0	0	1	0	0	15	1	0	0	0	0	0	6	18	0	0	0	0	0	0	18	11	2	0	0	0	0	0	0	0	25	8	0	0	72	0	0	16	0	0	0	0	58	0	0	16	0	0	0	9	27	0	0	6	1	0	0	42	0	0	0	0	2	1	0	0	83	0	0	0	0	0	0	0	60	45	5	0	0	0	2	11	37	2	2	0	0	2	28	62	0	0	0	0	0	12	0	0	5	0	0	0	0	0	0	0	0	73	22	0	0	0	0	0	0	8	15	18	33	0	8	0	0	0	0	0	13	92	
109805	0	0	1	0	0	18	0	0	0	0	0	0	18	12	0	0	0	0	0	0	5	6	18	1	0	0	0	0	0	0	9	23	0	0	68	0	0	15	0	0	0	9	31	0	0	12	1	0	0	15	18	0	0	1	0	0	0	54	0	0	0	0	11	0	0	0	81	11	0	0	0	0	2	11	30	34	6	0	0	2	13	21	25	2	1	0	0	6	15	78	7	0	0	0	0	6	0	0	3	25	0	0	0	0	0	0	0	54	36	7	9	0	0	0	0	0	0	11	36	33	21	2	0	0	0	0	0	56	
109820	1	0	1	0	0	3	5	8	0	0	0	0	23	7	0	0	0	0	0	0	0	6	18	0	2	0	0	0	0	0	7	21	0	17	35	0	0	4	17	0	0	5	22	0	1	18	0	0	0	11	14	0	0	2	5	0	0	31	8	0	0	0	16	0	0	15	74	8	0	0	0	0	3	12	52	27	0	0	0	2	4	31	32	0	2	0	0	6	20	68	26	0	0	0	0	7	1	2	2	21	0	0	0	0	0	0	0	27	63	4	8	0	0	0	0	0	0	24	27	24	18	0	0	0	0	0	0	72	
