2424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	39	0	0	0	0	0	0	34	118	0	0	0	0	0	0	81	76	0	0	0	0	0	0	43	123	0	0	0	0	0	0	109	2	0	0	0	0	0	0	101	0	0	0	0	0	0	0	90	5	0	0	0	0	0	0	85	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14028	6	0	0	0	2	0	0	6	0	0	0	29	48	0	0	0	23	0	0	0	0	0	0	77	10	0	8	23	4	0	0	0	14	2	0	0	0	0	0	21	0	0	0	61	14	0	0	0	0	0	0	0	8	0	0	101	6	0	0	2	6	0	0	52	0	0	0	0	14	0	8	2	0	0	0	21	23	0	2	4	25	0	0	18	6	0	0	50	25	0	0	0	25	0	0	52	0	0	0	0	0	0	2	8	0	0	0	2	12	0	0	10	2	0	0	25	14	0	0	25	0	0	0	0	2	0	6	98	
19568	0	0	0	0	0	100	0	0	0	0	0	0	0	98	2	0	0	0	0	0	0	93	3	0	0	0	0	0	0	92	0	0	0	0	0	0	0	57	45	0	0	0	0	0	0	104	0	0	0	0	0	0	0	102	4	0	0	0	0	0	0	107	0	0	0	0	0	0	0	23	16	0	0	0	0	0	0	32	4	0	0	0	0	0	0	18	13	0	0	0	0	0	0	23	3	0	0	5	6	0	0	2	0	0	0	5	8	0	0	1	0	0	0	7	10	0	0	0	0	0	0	3	17	0	0	0	0	0	
21915	0	0	0	0	0	91	3	0	0	0	0	0	0	90	3	0	0	0	0	0	0	74	14	0	0	0	0	0	0	86	2	0	0	0	0	0	0	95	2	0	0	0	0	0	0	54	44	0	0	0	0	0	0	103	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	10	30	0	0	0	0	0	0	30	5	0	0	0	0	0	0	7	21	0	0	0	17	0	0	4	0	0	0	0	16	0	0	1	0	0	0	21	0	0	0	0	1	0	0	26	5	0	0	0	0	0	
22705	0	0	0	0	0	78	6	0	0	0	0	0	0	85	4	0	0	0	0	0	0	65	19	0	0	0	0	0	0	77	7	0	0	0	0	0	0	46	43	0	0	0	0	0	0	95	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	95	18	0	0	0	0	0	0	28	12	0	0	0	0	0	1	37	2	0	0	0	0	0	0	34	0	0	0	0	0	0	0	14	11	0	1	3	0	0	1	0	1	0	0	8	16	1	4	0	0	0	0	5	36	0	2	0	0	0	0	0	38	0	0	0	0	0	
23198	0	0	0	0	0	11	27	0	0	0	0	0	0	0	36	7	0	0	0	0	0	0	0	205	8	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	14	12	0	0	0	0	0	0	210	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	17	0	0	0	0	0	0	0	155	0	0	0	0	0	0	40	8	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	24	0	0	0	0	0	0	0	163	0	0	0	0	0	0	21	4	0	0	0	0	1	3	4	
23495	0	0	0	0	0	73	18	0	0	0	0	0	0	67	12	0	0	0	0	0	0	26	47	0	0	0	0	0	0	71	0	0	0	0	0	0	0	101	3	0	0	0	0	0	0	105	8	0	0	0	0	0	0	42	82	0	0	0	0	0	0	125	0	0	0	0	0	0	0	14	39	0	0	0	0	0	0	17	19	0	0	0	0	0	0	19	2	0	0	0	0	0	5	15	2	0	4	0	0	0	0	0	17	2	8	0	0	0	0	0	7	4	5	0	0	0	0	0	3	0	0	28	14	0	1	0	0	0	
24262	0	0	0	0	0	103	0	0	0	0	0	0	0	93	8	0	0	0	0	0	0	91	4	0	0	0	0	0	0	81	6	0	0	0	0	0	0	88	13	0	0	0	0	0	0	41	61	0	0	0	0	0	0	53	46	0	0	0	0	0	0	46	48	0	0	0	0	0	1	21	3	0	0	0	0	0	0	19	8	0	0	0	0	0	0	2	28	0	0	0	0	0	0	19	11	0	0	0	0	0	0	32	1	0	0	0	0	0	0	22	7	0	0	0	0	0	0	3	22	0	0	0	0	0	2	15	7	0	
24271	0	0	0	0	0	100	0	0	0	0	0	0	0	71	19	0	0	0	0	0	0	48	33	0	0	0	0	0	0	61	16	0	0	0	0	0	0	75	29	0	0	0	0	0	0	46	55	0	0	0	0	0	0	40	67	0	0	0	0	0	0	102	7	0	0	0	0	0	0	0	32	0	0	0	0	0	0	30	4	0	0	0	0	0	0	31	10	0	0	0	0	0	0	23	17	0	0	0	0	0	0	0	27	1	0	0	0	0	3	22	1	0	0	0	0	0	0	11	9	0	0	0	0	0	0	2	12	0	
25051	0	0	0	0	0	103	0	0	0	0	0	0	0	84	15	0	0	0	0	0	0	60	31	0	0	0	0	0	0	82	3	0	0	0	0	0	0	106	0	0	0	0	0	0	0	88	17	0	0	0	0	0	0	58	44	0	0	0	0	0	0	95	11	0	0	0	0	0	0	10	11	0	0	0	0	0	0	22	3	0	0	0	0	0	0	20	6	0	0	0	0	0	1	26	0	0	0	0	0	0	0	8	27	0	0	0	0	0	0	21	10	0	0	0	0	0	0	12	11	0	0	0	0	0	0	17	1	0	
25830	0	0	0	0	0	98	3	0	0	0	0	0	0	95	2	0	0	0	0	0	0	50	41	0	0	0	0	0	0	87	0	0	0	0	0	0	0	77	17	0	0	0	0	0	0	94	3	0	0	0	0	0	0	97	7	0	0	0	0	0	0	105	0	0	0	0	0	0	0	18	13	0	0	0	0	0	3	27	0	0	0	0	0	0	0	16	12	0	0	0	0	0	0	14	14	0	0	0	0	0	0	8	36	0	0	0	0	0	0	20	11	0	0	0	0	0	0	15	5	0	0	0	0	0	1	13	4	0	
27405	0	0	0	0	0	99	0	0	0	0	0	0	0	73	18	0	0	0	0	0	0	59	27	0	0	0	0	0	0	71	5	0	0	0	0	0	0	95	11	0	0	0	0	0	0	87	15	0	0	0	0	0	0	22	83	0	0	0	0	0	0	95	10	0	0	0	0	0	0	2	44	0	0	0	0	0	0	7	39	0	0	0	0	0	0	3	36	0	0	0	0	0	0	25	15	0	0	0	0	0	0	13	4	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	18	0	0	0	0	0	0	6	11	0	
27998	3	12	0	0	0	0	0	0	16	8	0	0	0	0	0	0	198	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	150	0	0	0	0	0	0	40	8	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	24	0	0	0	0	0	0	0	76	0	0	0	0	0	10	87	0	0	0	0	0	45	23	4	11	0	0	0	0	0	0	2	16	0	0	0	0	0	0	0	0	0	0	0	0	13	53	20	0	0	0	0	0	136	12	0	
28981	0	0	0	0	0	91	8	0	0	0	0	0	0	65	27	0	0	0	0	0	0	70	18	0	0	0	0	0	0	84	3	0	0	0	0	0	0	77	35	0	0	0	0	0	0	109	4	0	0	0	0	0	0	116	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	19	19	0	0	0	0	0	0	14	20	0	0	0	0	0	0	36	0	0	0	0	0	0	0	13	19	0	0	0	0	0	0	4	12	0	0	0	0	0	0	4	11	0	0	0	0	0	0	5	4	0	0	0	0	0	0	6	2	0	
29755	0	0	0	0	0	102	0	0	0	0	0	0	0	86	11	0	0	0	0	0	0	67	22	0	0	0	0	0	0	83	3	0	0	0	0	0	0	89	2	0	0	0	0	0	0	89	7	0	0	0	0	0	0	88	11	0	0	0	0	0	0	106	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	4	41	0	0	0	0	0	0	37	8	0	0	0	0	0	0	31	8	0	0	0	0	0	0	16	2	0	0	0	0	0	0	13	1	0	0	0	0	0	0	6	10	0	0	0	0	0	0	0	13	0	
29765	0	0	0	0	0	87	7	0	0	0	0	0	0	88	3	0	0	0	0	0	0	84	3	0	0	0	0	0	0	33	53	0	0	0	0	0	0	107	4	0	0	0	0	0	0	118	0	0	0	0	0	0	0	99	13	0	0	0	0	0	0	59	50	0	0	0	0	0	0	47	0	0	0	0	0	0	0	13	23	0	0	0	0	0	0	8	25	0	0	0	0	0	0	14	21	0	0	0	0	0	0	4	11	0	0	0	0	0	0	0	13	0	0	0	0	0	0	3	6	0	0	0	0	0	0	1	7	0	
30531	0	0	0	0	0	96	4	0	0	0	0	0	0	71	28	0	0	0	0	0	0	83	16	0	0	0	0	0	0	84	9	0	0	0	0	0	0	64	25	0	0	0	0	0	0	14	77	0	0	0	0	0	0	60	32	0	0	0	0	0	0	13	76	0	0	0	0	0	0	23	21	0	0	0	0	0	0	32	11	0	0	0	0	0	0	3	42	0	0	0	0	0	0	14	34	0	0	0	0	0	0	8	14	0	0	0	0	0	0	7	14	0	0	0	0	0	0	15	3	0	0	0	0	0	0	4	11	0	
31295	0	0	0	0	0	82	6	0	0	0	0	0	0	95	3	0	0	0	0	0	0	103	5	0	0	0	0	0	0	113	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	62	45	0	0	0	0	0	0	40	17	1	2	0	0	0	0	13	8	4	0	3	2	0	0	5	0	0	0	0	2	8	0	5	0	0	7	0	0	0	0	0	1	2	19	0	0	0	0	0	0	3	2	1	0	0	0	3	0	1	0	0	0	3	14	0	0	0	
31307	0	0	0	0	0	108	0	0	0	0	0	0	0	101	7	0	0	0	0	0	0	108	0	0	0	0	0	0	0	102	5	0	0	0	0	0	0	59	43	0	0	0	0	0	0	91	14	0	0	0	0	0	0	33	74	0	0	0	0	0	0	33	68	0	0	0	2	7	0	5	0	0	0	0	0	3	7	13	0	0	0	0	0	0	0	3	19	0	0	0	0	0	0	0	25	0	0	0	0	3	14	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0	3	16	0	
31315	0	0	0	0	0	109	0	0	0	0	0	0	0	103	5	0	0	0	0	0	0	104	5	0	0	0	0	0	0	87	15	0	0	0	0	0	0	34	75	0	0	0	0	0	0	33	69	0	0	0	0	0	0	5	91	0	0	0	0	0	0	29	67	0	0	0	0	0	0	3	19	0	0	0	0	0	0	0	25	0	0	0	0	0	0	15	11	0	0	0	0	0	0	5	28	0	0	0	0	0	8	7	0	0	0	0	0	0	0	3	16	0	0	0	0	0	0	18	2	0	0	0	0	0	0	14	2	0	
34439	0	0	0	0	0	96	6	0	0	0	0	0	0	105	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	76	34	0	0	0	0	0	0	76	29	0	0	0	0	0	0	85	23	0	0	0	0	0	0	88	14	0	0	0	0	0	0	85	16	0	0	0	0	0	0	14	26	0	0	0	0	0	0	28	10	0	0	0	0	0	0	6	29	0	0	0	0	0	0	23	7	0	1	0	0	0	0	1	3	0	0	0	3	0	0	1	1	0	0	2	0	0	0	0	3	0	0	0	3	0	0	2	0	0	
34541	0	0	0	0	0	21	133	0	0	0	0	0	0	113	52	0	0	0	0	0	0	160	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	10	54	0	0	0	0	0	0	37	27	0	0	0	0	0	0	22	35	0	0	0	0	0	0	40	7	0	0	0	0	0	0	6	8	0	0	0	0	0	0	1	7	2	0	0	0	0	1	2	5	0	0	0	0	0	0	13	5	0	0	8	9	0	0	0	0	0	0	3	13	0	0	0	0	0	0	12	9	0	0	0	0	0	1	28	5	0	0	0	0	0	
35214	0	0	0	0	0	82	4	0	0	0	0	0	0	88	3	0	0	0	0	0	0	97	2	0	0	0	0	0	0	100	7	0	0	0	0	0	0	102	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	101	6	0	0	0	0	0	0	64	38	0	0	0	0	0	0	57	0	0	0	0	0	0	0	33	10	0	0	0	0	0	0	5	32	0	0	0	0	0	0	33	3	0	0	0	1	0	0	5	2	0	0	0	1	0	0	2	4	0	0	0	0	0	0	1	4	0	0	1	2	0	0	3	0	0	
36074	0	0	0	0	0	162	0	0	0	0	0	0	0	130	40	0	0	0	0	0	0	99	61	0	0	0	0	0	0	80	78	0	0	0	0	0	0	64	5	0	0	0	0	0	0	27	30	0	0	0	0	0	0	12	49	0	0	0	0	0	0	15	40	0	1	0	0	0	0	3	2	0	0	6	1	0	0	2	1	0	0	1	17	0	0	1	1	0	1	6	4	0	0	0	5	0	0	1	10	0	0	0	0	0	5	6	0	0	0	0	0	0	0	5	5	1	0	0	0	0	0	20	2	0	0	0	0	0	
38579	0	0	0	0	0	19	21	0	0	0	0	0	0	0	38	0	0	0	0	0	0	16	14	0	0	0	0	0	0	17	3	0	0	3	17	0	0	0	0	0	0	15	8	0	0	0	0	0	2	23	4	0	0	0	0	0	0	12	21	0	0	0	0	0	0	98	13	0	0	0	0	0	0	118	7	0	0	0	0	0	0	55	80	0	0	0	0	0	0	94	31	0	0	0	0	0	0	69	17	0	0	0	0	0	0	66	8	0	0	0	0	0	0	51	5	0	0	0	0	0	0	26	35	0	0	0	0	0	
